湖州,2012-1-1,晴转多云,9℃～4℃,无持续风向微风
湖州,2012-1-2,多云,10℃,无持续风向微风
湖州,2012-1-3,阴,6℃～-2℃,西北风3-4级
湖州,2012-1-4,多云,8℃～0℃,西北风微风
湖州,2012-1-5,多云转阴,4℃～-1℃,微风
湖州,2012-1-6,阴转多云,6℃～1℃,微风
湖州,2012-1-7,多云转阴,8℃～3℃,微风
湖州,2012-1-8,阴,10℃～4℃,微风
湖州,2012-1-9,阴转小雨,7℃～4℃,微风
湖州,2012-1-10,阴转小雨,7℃～-2℃,微风
湖州,2012-1-11,小雨,5℃～-3℃,微风
湖州,2012-1-14,中雨,6℃～3℃,无持续风向微风
湖州,2012-1-15,小雨,5℃～2℃,无持续风向微风
湖州,2012-1-16,小雨转阴,7℃～2℃,无持续风向微风
湖州,2012-1-17,多云转阴,8℃～1℃,无持续风向微风
湖州,2012-1-18,小雨,7℃～3℃,东北风3-4级
湖州,2012-1-19,中到大雨,5℃～2℃,东北风微风
湖州,2012-1-20,小雨转雨夹雪,6℃～-1℃,无持续风向微风
湖州,2012-1-21,小雨转中雪,4℃～-1℃,北风3-4级
湖州,2012-1-22,小雪转阴,1℃～-2℃,北风微风
湖州,2012-1-23,多云转阴,3℃～-3℃,北风3-4级
湖州,2012-1-24,多云,2℃～-4℃,北风3-4级
湖州,2012-1-25,晴,3℃～-5℃,北风3-4级
湖州,2012-1-26,晴转多云,4℃～-4℃,北风3-4级
湖州,2012-1-27,多云,5℃,北风3-4级
湖州,2012-1-28,小到中雨,3℃,无持续风向微风
湖州,2012-1-29,小雨,6℃～1℃,无持续风向微风
湖州,2012-1-30,阴转多云,5℃～-1℃,无持续风向微风
湖州,2012-1-31,多云,4℃～-3℃,无持续风向微风
湖州,2012-2-1,多云,6℃～-1℃,北风3-4级
湖州,2012-2-2,多云转阴,4℃～-2℃,北风微风
湖州,2012-2-3,多云,7℃～1℃,北风3-4级
湖州,2012-2-4,多云转小雨,8℃～5℃,无持续风向微风
湖州,2012-2-5,阴转小雨,6℃～2℃,无持续风向微风
湖州,2012-2-6,阵雨,5℃～0℃,无持续风向微风
湖州,2012-2-7,小雨转阴,5℃～-2℃,无持续风向微风
湖州,2012-2-8,晴,-4℃,无持续风向微风
湖州,2012-2-9,多云转雨夹雪,5℃～1℃,无持续风向微风
湖州,2012-2-10,雨夹雪转小雨,4℃～2℃,无持续风向微风
湖州,2012-2-11,小雨,7℃～3℃,无持续风向微风
湖州,2012-2-12,小雨,4℃,东风3-4级
湖州,2012-2-13,小雨转中雨,9℃～5℃,东风3-4级/东风微风
湖州,2012-2-14,中雨,8℃～2℃,东风微风/东风3-4级
湖州,2012-2-15,中雨,5℃～-1℃,东风3-4级
湖州,2012-2-16,小雨转阴,4℃～-3℃,东风3-4级
湖州,2012-2-17,阴转多云,5℃～-3℃,东风3-4级
湖州,2012-2-18,多云,6℃～0℃,东风3-4级
湖州,2012-2-19,多云,7℃,东风3-4级
湖州,2012-2-20,小雨,5℃,东风3-4级
湖州,2012-2-21,小到中雨,6℃,无持续风向微风
湖州,2012-2-22,中雨,10℃～5℃,无持续风向微风
湖州,2012-2-23,小雨,7℃～4℃,无持续风向微风
湖州,2012-2-24,阴,6℃～2℃,微风
湖州,2012-2-25,阴转小雨,5℃～1℃,微风
湖州,2012-2-26,小雨转雨夹雪,3℃～0℃,微风
湖州,2012-2-27,小雨转雨夹雪,6℃～1℃,无持续风向微风
湖州,2012-2-28,雨夹雪转阴,5℃～3℃,东风3～4级
湖州,2012-2-29,小雨,6℃,无持续风向微风
湖州,2012-3-1,小到中雨转中到大雨,10℃～4℃,无持续风向微风
湖州,2012-3-2,中到大雨转小雨,7℃～4℃,无持续风向微风
湖州,2012-3-3,中雨转中雨-大雨,6℃～5℃,微风
湖州,2012-3-4,阵雨转小雨,10℃～6℃,微风
湖州,2012-3-5,阵雨转小雨,8℃～4℃,北风3～4级
湖州,2012-3-6,阴,8℃～4℃,北风微风级
湖州,2012-3-7,小雨转小雨-中雨,8℃～4℃,微风
湖州,2012-3-8,中雨转小雨-中雨,6℃～2℃,微风
湖州,2012-3-9,小雨,6℃～2℃,微风
湖州,2012-3-10,多云,9℃～1℃,微风
湖州,2012-3-11,多云转晴,8℃～0℃,微风
湖州,2012-3-12,晴,10℃～2℃,微风
湖州,2012-3-13,多云,12℃～4℃,微风
湖州,2012-3-14,多云转阵雨,16℃～8℃,微风
湖州,2012-3-15,中雨,12℃～8℃,微风
湖州,2012-3-16,多云转阵雨,20℃～10℃,东南风3～4级
湖州,2012-3-17,小雨-中雨转小雨,13℃～7℃,东南风微风级
湖州,2012-3-18,阴,12℃～5℃,东南风3～4级
湖州,2012-3-19,中雨转小雨,12℃～5℃,微风
湖州,2012-3-20,小雨转阴,9℃～3℃,东北风微风级
湖州,2012-3-21,多云,14℃～5℃,微风
湖州,2012-3-22,雷阵雨转中雨,15℃～7℃,微风
湖州,2012-3-23,阵雨转阴,11℃～2℃,微风
湖州,2012-3-24,多云,10℃～3℃,微风
湖州,2012-3-25,多云转晴,15℃～4℃,微风
湖州,2012-3-26,晴,22℃～7℃,微风
湖州,2012-3-27,晴转多云,24℃～9℃,微风
湖州,2012-3-28,晴转多云,27℃～12℃,东南风微风级
湖州,2012-3-29,多云转雷阵雨,21℃～9℃,南风3～4级
湖州,2012-3-30,中雨-大雨转阵雨,15℃～7℃,北风3～4级
湖州,2012-3-31,多云转晴,18℃～5℃,北风3～4级
湖州,2012-4-1,晴转多云,22℃～9℃,微风
湖州,2012-4-2,多云转阵雨,24℃～11℃,微风
湖州,2012-4-3,多云转晴,19℃～6℃,西北风4～5级
湖州,2012-4-4,多云转阴,21℃～9℃,西风3～4级
湖州,2012-4-5,多云转晴,22℃～8℃,西北风3～4级
湖州,2012-4-6,多云转晴,23℃～11℃,微风
湖州,2012-4-7,晴转多云,24℃～13℃,微风
湖州,2012-4-8,多云转阵雨,23℃～14℃,微风
湖州,2012-4-9,阵雨,21℃～16℃,东南风3～4级
